chr	start	stop
ENSG00000067900	chr18	20946906	21111813
ENSG00000141446	chr18	21529284	21600884
ENSG00000167088	chr18	21612314	21633524
ENSG00000158201	chr18	21650901	21704780
ENSG00000101752	chr18	21704957	21870957
ENSG00000101773	chr18	22798261	23026488
ENSG00000101782	chr18	23453287	23486603
ENSG00000141452	chr18	23503470	23531822
ENSG00000141458	chr18	23506184	23586506
ENSG00000053747	chr18	23689443	23956222
ENSG00000168234	chr18	23992773	24135610
ENSG00000141447	chr18	24162045	24397880
ENSG00000154059	chr18	24426634	24453531
ENSG00000141380	chr18	26016253	26091217
ENSG00000134504	chr18	26454910	26657401
ENSG00000265369	chr18	26687621	26703638
ENSG00000134755	chr18	31058840	31102522
ENSG00000046604	chr18	31498177	31549008
ENSG00000153339	chr18	31829180	31953136
ENSG00000134758	chr18	32091874	32131561
ENSG00000141441	chr18	32124877	32470882
ENSG00000166974	chr18	34976928	35143470
ENSG00000186812	chr18	35241030	35267133
ENSG00000172466	chr18	35332227	35345482
ENSG00000153391	chr18	35452230	35497991
ENSG00000141429	chr18	35581117	35711834
ENSG00000141428	chr18	35972625	35979286
ENSG00000141425	chr18	35984387	36067576
ENSG00000141424	chr18	36108531	36129385
ENSG00000134759	chr18	36129444	36180557
ENSG00000134779	chr18	36777647	36829216
ENSG00000078142	chr18	41955234	42087830
ENSG00000152217	chr18	44680173	45068510
ENSG00000141469	chr18	45687025	45752520
ENSG00000152223	chr18	45847609	45967329
ENSG00000152229	chr18	45983536	46072272
ENSG00000152234	chr18	46080248	46104334
ENSG00000152240	chr18	46104378	46128333
ENSG00000152242	chr18	46173553	46266992
ENSG00000078043	chr18	46803218	46920160
ENSG00000167220	chr18	47107408	47150500
ENSG00000134049	chr18	47152834	47176364
ENSG00000175387	chr18	47808957	47931146
ENSG00000141627	chr18	49041474	49461347
ENSG00000177576	chr18	49477250	49487252
ENSG00000265681	chr18	49488453	49492523
ENSG00000167315	chr18	49782164	49813953
ENSG00000167306	chr18	49822789	50195147
ENSG00000141644	chr18	50266882	50281774
ENSG00000154832	chr18	50282343	50288304
ENSG00000082212	chr18	50879080	50954257
ENSG00000141642	chr18	50967991	50988121
ENSG00000141646	chr18	51028394	51085045
ENSG00000176624	chr18	51174550	51218304
ENSG00000134046	chr18	54151606	54224669
ENSG00000101751	chr18	54269404	54321266
ENSG00000041353	chr18	54717860	54895516
ENSG00000166510	chr18	54901509	54959461
ENSG00000196628	chr18	55222185	55664787
ENSG00000091164	chr18	56597209	56651600
ENSG00000091157	chr18	56651343	57036606
ENSG00000066926	chr18	57544377	57586702
ENSG00000134440	chr18	57600656	57622213
ENSG00000081923	chr18	57646426	57803315
ENSG00000049759	chr18	58044226	58401540
ENSG00000172175	chr18	58671465	58754477
ENSG00000267593	chr18	58808468	58834364
ENSG00000074657	chr18	58862600	58986480
ENSG00000166562	chr18	59139866	59158832
ENSG00000074695	chr18	59327823	59359265
ENSG00000176641	chr18	61808067	61894247
ENSG00000197563	chr18	61905255	62187118
ENSG00000134444	chr18	62187255	62310217
ENSG00000141664	chr18	62523025	62587709
ENSG00000081913	chr18	62715541	62980433
ENSG00000171791	chr18	63123346	63320128
ENSG00000119537	chr18	63327726	63367228
ENSG00000267390	chr18	63367328	63381629
ENSG00000119541	chr18	63389190	63422483
ENSG00000171451	chr18	67506587	67516720
ENSG00000166479	chr18	68673688	68715108
ENSG00000170677	chr18	70289045	70330199
ENSG00000075336	chr18	74148523	74160531
ENSG00000166347	chr18	74250846	74291973
ENSG00000133313	chr18	74495816	74523454
ENSG00000180011	chr18	75195113	75209139
ENSG00000179981	chr18	75210755	75289950
ENSG00000101493	chr18	76357682	76495242
ENSG00000130856	chr18	76822607	76970727
ENSG00000197971	chr18	76978827	77133683
ENSG00000166377	chr18	79069285	79378287
ENSG00000131196	chr18	79395856	79529325
ENSG00000060069	chr18	79679803	79754510
ENSG00000122490	chr18	79902420	79951657
ENSG00000226742	chr18	79964582	79970822
ENSG00000141759	chr18	79970813	80033949
ENSG00000101546	chr18	80034389	80050651
ENSG00000101544	chr18	80109262	80147523
ENSG00000141934	chr19	281040	291403
ENSG00000105556	chr19	301444	344815
ENSG00000129946	chr19	416583	460996
ENSG00000099804	chr19	531760	542092
ENSG00000172270	chr19	571277	583493
ENSG00000099821	chr19	617221	633537
ENSG00000070423	chr19	647526	663233
ENSG00000099864	chr19	708935	748329
ENSG00000099812	chr19	751112	764318
ENSG00000011304	chr19	797075	812327
ENSG00000197766	chr19	859664	863641
ENSG00000175221	chr19	867630	893218
ENSG00000198858	chr19	896503	913245
ENSG00000065268	chr19	984332	998438
ENSG00000182087	chr19	1009648	1021179
ENSG00000064666	chr19	1026586	1039068
ENSG00000099817	chr19	1086574	1095380
ENSG00000167468	chr19	1103926	1106791
ENSG00000064932	chr19	1107637	1174268
ENSG00000118046	chr19	1177558	1228431
ENSG00000099624	chr19	1241746	1244825
ENSG00000167470	chr19	1248553	1259140
ENSG00000099622	chr19	1259384	1274880
ENSG00000228300	chr19	1275530	1279244
ENSG00000160953	chr19	1354711	1378431
ENSG00000115286	chr19	1383527	1395589
ENSG00000130005	chr19	1397026	1401570
ENSG00000071626	chr19	1407569	1435687
ENSG00000115268	chr19	1438358	1440494
ENSG00000119559	chr19	1461143	1479219
ENSG00000115255	chr19	1491166	1497927
ENSG00000181588	chr19	1554669	1568058
ENSG00000071655	chr19	1573596	1592865
ENSG00000127540	chr19	1597169	1605473
ENSG00000071564	chr19	1609290	1652615
ENSG00000079313	chr19	1815248	1848483
ENSG00000129911	chr19	1852399	1863579
ENSG00000129968	chr19	1876810	1885547
ENSG00000227500	chr19	1905372	1926013
ENSG00000133275	chr19	1941172	1981338
ENSG00000133243	chr19	1985438	2034881
ENSG00000099875	chr19	2037465	2051244
ENSG00000172081	chr19	2071036	2096673
ENSG00000065000	chr19	2100988	2164468
ENSG00000104885	chr19	2163933	2232578
ENSG00000104886	chr19	2230084	2237704
ENSG00000104897	chr19	2236824	2248655
ENSG00000104904	chr19	2269509	2273490
ENSG00000130332	chr19	2321520	2328611
ENSG00000005206	chr19	2328615	2355095
ENSG00000099800	chr19	2425625	2427586
ENSG00000176619	chr19	2427638	2456959
ENSG00000099860	chr19	2476122	2478259
ENSG00000176533	chr19	2511219	2702694
ENSG00000141873	chr19	2732204	2740028
ENSG00000104969	chr19	2754715	2783282
ENSG00000172009	chr19	2785503	2815807
ENSG00000065717	chr19	2997639	3047635
ENSG00000104964	chr19	3052910	3063107
ENSG00000088256	chr19	3094362	3123999
ENSG00000060558	chr19	3136033	3163749
ENSG00000125912	chr19	3185563	3209575
ENSG00000141905	chr19	3314403	3469217
ENSG00000129932	chr19	3490821	3500674
ENSG00000105325	chr19	3506273	3538330
ENSG00000161091	chr19	3538261	3574290
ENSG00000064961	chr19	3572777	3579088
ENSG00000105298	chr19	3610645	3626815
ENSG00000186111	chr19	3630183	3700468
ENSG00000011132	chr19	3750772	3761692
ENSG00000183617	chr19	3762682	3768575
ENSG00000167657	chr19	3958453	3971123
ENSG00000167658	chr19	3976056	3985463
ENSG00000105229	chr19	4007736	4039386
ENSG00000178951	chr19	4043303	4066899
ENSG00000126934	chr19	4090321	4124122
ENSG00000077463	chr19	4174109	4182566
ENSG00000105248	chr19	4247080	4269088
ENSG00000178078	chr19	4324043	4342786
ENSG00000008382	chr19	4343527	4360086
ENSG00000141985	chr19	4360370	4400547
ENSG00000167670	chr19	4402640	4445018
ENSG00000167671	chr19	4444999	4457794
ENSG00000167674	chr19	4472297	4502208
ENSG00000214456	chr19	4522531	4535224
ENSG00000074842	chr19	4641374	4670362
ENSG00000142002	chr19	4675224	4724673
ENSG00000141965	chr19	4791734	4801273
ENSG00000105355	chr19	4838341	4867694
ENSG00000127663	chr19	4969113	5153598
ENSG00000105426	chr19	5158495	5340803
ENSG00000223573	chr19	5558167	5578349
ENSG00000130254	chr19	5586999	5624046
ENSG00000160633	chr19	5623035	5668478
ENSG00000130255	chr19	5674947	5691875
ENSG00000174917	chr19	5678421	5680896
ENSG00000167733	chr19	5680604	5688523
ENSG00000196365	chr19	5691834	5720572
ENSG00000141994	chr19	5784832	5791225
ENSG00000174886	chr19	5891276	5904006
ENSG00000187650	chr19	5904872	5910853
ENSG00000105519	chr19	5912339	5916211
ENSG00000031823	chr19	5916139	5978142
ENSG00000130382	chr19	6210381	6279975
ENSG00000125656	chr19	6361531	6370242
ENSG00000125652	chr19	6372794	6375250
ENSG00000125651	chr19	6379572	6393981
ENSG00000088247	chr19	6413348	6424794
ENSG00000125648	chr19	6436079	6465203
ENSG00000130545	chr19	6463777	6467221
ENSG00000275234	chr19	6469465	6470152
ENSG00000125730	chr19	6677704	6730562
ENSG00000125734	chr19	6729914	6737603
ENSG00000125733	chr19	6737925	6751530
ENSG00000125731	chr19	6752160	6767463
ENSG00000130544	chr19	7069703	7087968
ENSG00000171105	chr19	7112255	7294414
ENSG00000104883	chr19	7476875	7497449
ENSG00000198816	chr19	7515292	7521025
ENSG00000090674	chr19	7522624	7534009
ENSG00000032444	chr19	7534004	7561764
ENSG00000076826	chr19	7595902	7618304
ENSG00000076924	chr19	7619525	7629545
ENSG00000229833	chr19	7629793	7631956
ENSG00000076944	chr19	7636881	7647873
ENSG00000181029	chr19	7680833	7687703
ENSG00000142459	chr19	7830233	7864976
ENSG00000183248	chr19	7868719	7874390
ENSG00000171017	chr19	7888505	7902021
ENSG00000076984	chr19	7903843	7914478
ENSG00000104976	chr19	7920338	7923250
ENSG00000178531	chr19	7924491	7926135
ENSG00000104980	chr19	7926718	7943667
ENSG00000066044	chr19	7958573	8005659
ENSG00000090661	chr19	8206736	8262421
ENSG00000167775	chr19	8302127	8308358
ENSG00000267855	chr19	8308768	8321375
ENSG00000233927	chr19	8321158	8323340
ENSG00000167772	chr19	8363289	8374370
ENSG00000269386	chr19	8374373	8390685
ENSG00000185236	chr19	8389981	8404434
ENSG00000099785	chr19	8413270	8439017
ENSG00000099783	chr19	8444767	8489114
ENSG00000130803	chr19	9140397	9163424
ENSG00000188321	chr19	9323772	9351162
ENSG00000174652	chr19	9412461	9435571
ENSG00000130818	chr19	9523223	9538645
ENSG00000197961	chr19	9560353	9584533
ENSG00000171469	chr19	9604680	9621236
ENSG00000171466	chr19	9641807	9675100
ENSG00000196605	chr19	9751993	9793180
ENSG00000127452	chr19	9810267	9827816
ENSG00000198258	chr19	9827892	9830115
ENSG00000127445	chr19	9835257	9849689
ENSG00000105088	chr19	9853718	9936552
ENSG00000130813	chr19	10086122	10093252
ENSG00000130810	chr19	10106362	10112012
ENSG00000130811	chr19	10115014	10119918
ENSG00000130816	chr19	10133345	10231286
ENSG00000105364	chr19	10251901	10260055
ENSG00000267673	chr19	10310045	10316015
ENSG00000161847	chr19	10316212	10333638
ENSG00000076662	chr19	10333776	10339661
ENSG00000105397	chr19	10350529	10380572
ENSG00000105401	chr19	10391133	10420121
ENSG00000065989	chr19	10416773	10469630
ENSG00000079999	chr19	10486125	10503558
ENSG00000130734	chr19	10543895	10553418
ENSG00000129347	chr19	10553085	10566031
ENSG00000129354	chr19	10572671	10587315
ENSG00000129353	chr19	10602457	10644557
ENSG00000267100	chr19	10651862	10653844
ENSG00000129351	chr19	10654261	10692417
ENSG00000213339	chr19	10701430	10713437
ENSG00000079805	chr19	10718079	10833488
ENSG00000099203	chr19	10832067	10836318
ENSG00000142453	chr19	10871553	10923075
ENSG00000130733	chr19	10922185	10928681
ENSG00000142444	chr19	10928811	10933535
ENSG00000127616	chr19	10960825	11079426
ENSG00000130164	chr19	11089462	11133820
ENSG00000197256	chr19	11164267	11197791
ENSG00000130158	chr19	11199295	11262524
ENSG00000105514	chr19	11322068	11346270
ENSG00000105518	chr19	11342776	11346518
ENSG00000183401	chr19	11344684	11354944
ENSG00000105520	chr19	11355386	11365698
ENSG00000173928	chr19	11374666	11376951
ENSG00000130175	chr19	11435288	11450968
ENSG00000130159	chr19	11505929	11529172
ENSG00000130176	chr19	11538767	11550323
ENSG00000130165	chr19	11551147	11559236
ENSG00000198551	chr19	11559374	11619161
ENSG00000102575	chr19	11574660	11579008
ENSG00000196757	chr19	11925068	11950773
ENSG00000223547	chr19	12064731	12081565
ENSG00000196646	chr19	12163064	12189871
ENSG00000188868	chr19	12317477	12333720
ENSG00000173875	chr19	12610918	12633840
ENSG00000123154	chr19	12666802	12675832
ENSG00000105583	chr19	12668073	12669415
ENSG00000095059	chr19	12675717	12681880
ENSG00000132004	chr19	12688053	12696631
ENSG00000105576	chr19	12699194	12724011
ENSG00000123144	chr19	12730640	12734684
ENSG00000198356	chr19	12737139	12748323
ENSG00000095066	chr19	12763003	12872740
ENSG00000171223	chr19	12791486	12793315
ENSG00000167815	chr19	12796820	12801800
ENSG00000105612	chr19	12875209	12881466
ENSG00000105607	chr19	12891160	12914207
ENSG00000179115	chr19	12922479	12934037
ENSG00000179218	chr19	12938578	12944489
ENSG00000267458	chr19	12944118	12944487
ENSG00000179262	chr19	12945855	12953642
ENSG00000179271	chr19	12953119	12957223
ENSG00000008441	chr19	12995608	13098796
ENSG00000104907	chr19	13104902	13117567
ENSG00000160877	chr19	13116862	13141147
ENSG00000104915	chr19	13144058	13150383
ENSG00000160888	chr19	13150411	13154911
ENSG00000104957	chr19	13731760	13763296
ENSG00000037757	chr19	13764522	13774282
ENSG00000104979	chr19	13774456	13778773
ENSG00000132024	chr19	13906201	13930879
ENSG00000132005	chr19	13961530	14007039
ENSG00000141854	chr19	14072536	14075062
ENSG00000141858	chr19	14087851	14091036
ENSG00000072062	chr19	14091688	14118084
ENSG00000072071	chr19	14147743	14206187
ENSG00000123146	chr19	14380501	14408725
ENSG00000123136	chr19	14408798	14419383
ENSG00000123143	chr19	14433053	14471867
ENSG00000123159	chr19	14477760	14496149
ENSG00000132002	chr19	14514769	14529770
ENSG00000099797	chr19	14517085	14565980
ENSG00000099795	chr19	14566078	14572066
ENSG00000105135	chr19	15114984	15125786
ENSG00000074181	chr19	15159038	15200995
ENSG00000141867	chr19	15235519	15332545
ENSG00000105127	chr19	15353385	15379798
ENSG00000011243	chr19	15380050	15419141
ENSG00000011451	chr19	15419978	15449956
ENSG00000186115	chr19	15878023	15898077
ENSG00000171903	chr19	15912367	15934867
ENSG00000167460	chr19	16067021	16103002
ENSG00000167461	chr19	16111889	16134234
ENSG00000196684	chr19	16134028	16158575
ENSG00000105058	chr19	16185380	16192046
ENSG00000072958	chr19	16197578	16245907
ENSG00000127528	chr19	16324826	16328685
ENSG00000127527	chr19	16355239	16472085
ENSG00000085872	chr19	16517894	16542437
ENSG00000127526	chr19	16549831	16572415
ENSG00000105085	chr19	16574907	16629062
ENSG00000214046	chr19	16630751	16660442
ENSG00000072954	chr19	16661139	16690023
ENSG00000188039	chr19	16719975	16817963
ENSG00000127511	chr19	16829400	16880353
ENSG00000160111	chr19	16892947	17026815
ENSG00000099331	chr19	17075781	17214537
ENSG00000053501	chr19	17215346	17219829
ENSG00000099330	chr19	17226213	17229219
ENSG00000160113	chr19	17231883	17245940
ENSG00000105393	chr19	17267376	17281249
ENSG00000127220	chr19	17292131	17310236
ENSG00000130312	chr19	17292609	17306843
ENSG00000130311	chr19	17309518	17323298
ENSG00000130299	chr19	17334920	17342731
ENSG00000130300	chr19	17351450	17377342
ENSG00000130303	chr19	17402939	17405630
ENSG00000141971	chr19	17405722	17433724
ENSG00000130304	chr19	17468769	17506168
ENSG00000130313	chr19	17511636	17521288
ENSG00000130309	chr19	17555649	17583162
ENSG00000130479	chr19	17719242	17734513
ENSG00000105640	chr19	17859910	17864153
ENSG00000007080	chr19	17933015	17943991
ENSG00000105643	chr19	18001132	18014102
ENSG00000105647	chr19	18153163	18170532
ENSG00000254858	chr19	18193218	18196948
ENSG00000130522	chr19	18279694	18281622
ENSG00000130520	chr19	18306236	18323112
ENSG00000130517	chr19	18340598	18369950
ENSG00000130513	chr19	18374731	18389176
ENSG00000130511	chr19	18418864	18434562
ENSG00000105655	chr19	18434388	18438167
ENSG00000105656	chr19	18442663	18522116
ENSG00000105701	chr19	18531751	18544077
ENSG00000105700	chr19	18557762	18569387
ENSG00000221983	chr19	18571730	18577550
ENSG00000006015	chr19	18588685	18592336
ENSG00000105662	chr19	18683678	18782333
ENSG00000005007	chr19	18831959	18868230
ENSG00000105669	chr19	18899514	18919387
ENSG00000105671	chr19	18919705	18929189
ENSG00000051128	chr19	18929201	18941261
ENSG00000064607	chr19	18990888	19034023
ENSG00000105676	chr19	19033575	19060311
ENSG00000181035	chr19	19063994	19113030
ENSG00000064545	chr19	19119169	19138513
ENSG00000254901	chr19	19176903	19192591
ENSG00000064490	chr19	19192229	19201869
ENSG00000184162	chr19	19201409	19203414
ENSG00000105705	chr19	19276018	19320509
ENSG00000129933	chr19	19320829	19358754
ENSG00000167491	chr19	19385826	19508931
ENSG00000186010	chr19	19515736	19529054
ENSG00000064547	chr19	19623655	19628930
ENSG00000105726	chr19	19645198	19663676
ENSG00000081665	chr19	19785839	19821751
ENSG00000256771	chr19	19865882	19894674
ENSG00000188171	chr19	20619939	20661596
ENSG00000268416	chr19	20746923	20755250
ENSG00000118620	chr19	21020634	21060050
ENSG00000196705	chr19	21142024	21196053
ENSG00000196268	chr19	21397119	21427573
ENSG00000198521	chr19	21804946	21852125
ENSG00000167232	chr19	23304991	23395471
ENSG00000213096	chr19	24033405	24129961
ENSG00000261824	chr19	27681072	27794005
ENSG00000169021	chr19	29205320	29213151
ENSG00000105171	chr19	29606283	29617237
ENSG00000166289	chr19	29665459	29675477
ENSG00000131943	chr19	29698886	29715789
ENSG00000105176	chr19	29923644	30016612
ENSG00000121297	chr19	31149979	31349436
ENSG00000168813	chr19	32345594	32387667
ENSG00000178904	chr19	32405543	32485895
ENSG00000105185	chr19	32581190	32587453
ENSG00000105186	chr19	32597006	32676597
ENSG00000213965	chr19	32691961	32713796
ENSG00000121289	chr19	32875925	32971991
ENSG00000131941	chr19	32978592	33064888
ENSG00000130881	chr19	33177603	33208864
ENSG00000245848	chr19	33299934	33302534
ENSG00000153879	chr19	33373685	33382686
ENSG00000124299	chr19	33386950	33521791
ENSG00000153885	chr19	33795933	33815763
ENSG00000257103	chr19	34172504	34229515
ENSG00000166398	chr19	34254552	34355571
ENSG00000105220	chr19	34359480	34402413
ENSG00000126249	chr19	34404399	34426168
ENSG00000126261	chr19	34428352	34471251
ENSG00000142279	chr19	34481758	34512304
ENSG00000089335	chr19	34677639	34686397
ENSG00000197841	chr19	34734155	34745378
ENSG00000153896	chr19	34758073	34773229
ENSG00000089351	chr19	34994784	35026471
ENSG00000105707	chr19	35040506	35066571
ENSG00000089356	chr19	35115879	35124324
ENSG00000266964	chr19	35138808	35143109
ENSG00000089327	chr19	35154730	35169881
ENSG00000105699	chr19	35248330	35267964
ENSG00000105698	chr19	35268962	35279821
ENSG00000161249	chr19	35497220	35513658
ENSG00000105677	chr19	35545600	35547526
ENSG00000126254	chr19	35629030	35637686
ENSG00000105672	chr19	35641745	35644871
ENSG00000126267	chr19	35648323	35658782
ENSG00000105668	chr19	35666516	35678483
ENSG00000272333	chr19	35717973	35738878
ENSG00000161265	chr19	35742464	35745445
ENSG00000205155	chr19	35745600	35747519
ENSG00000004776	chr19	35754566	35758079
ENSG00000126264	chr19	35902529	35904377
ENSG00000011600	chr19	35904401	35908295
ENSG00000126243	chr19	35935358	35946624
ENSG00000205138	chr19	35995199	35996315
ENSG00000181392	chr19	36003307	36008813
ENSG00000105258	chr19	36113709	36115213
ENSG00000105254	chr19	36114289	36125947
ENSG00000126247	chr19	36139953	36150353
ENSG00000161281	chr19	36150922	36152449
ENSG00000167635	chr19	36214602	36238774
ENSG00000232677	chr19	36313067	36331770
ENSG00000254004	chr19	36510687	36528271
ENSG00000186020	chr19	36534774	36605276
ENSG00000189042	chr19	36687612	36727701
ENSG00000245680	chr19	37181579	37218153
ENSG00000181666	chr19	37312837	37369365
ENSG00000171827	chr19	37467585	37488652
ENSG00000105738	chr19	37907208	38208369
ENSG00000167642	chr19	38244035	38292615
ENSG00000167641	chr19	38251237	38256532
ENSG00000167645	chr19	38303558	38317273
ENSG00000167644	chr19	38304164	38305006
ENSG00000099337	chr19	38319845	38332076
ENSG00000099341	chr19	38374536	38383824
ENSG00000130244	chr19	38403135	38409088
ENSG00000178982	chr19	38619082	38636955
ENSG00000130402	chr19	38647649	38731589
ENSG00000104823	chr19	38815422	38831841
ENSG00000104824	chr19	38836388	38852347
ENSG00000068903	chr19	38878555	38899862
ENSG00000104825	chr19	38899700	38908893
ENSG00000104835	chr19	38915266	38930763
ENSG00000128626	chr19	38930548	38933162
ENSG00000269190	chr19	38941401	38975742
ENSG00000161243	chr19	38990714	39032785
ENSG00000130669	chr19	39125770	39182816
ENSG00000130755	chr19	39328353	39342372
ENSG00000179134	chr19	39342396	39385710
ENSG00000006712	chr19	39385629	39391154
ENSG00000063322	chr19	39391303	39400641
ENSG00000128016	chr19	39406847	39409412
ENSG00000105193	chr19	39433137	39435949
ENSG00000196235	chr19	39436156	39476670
ENSG00000105197	chr19	39480412	39493785
ENSG00000176396	chr19	39538707	39540161
ENSG00000105204	chr19	39825350	39834201
ENSG00000105202	chr19	39834458	39846379
ENSG00000013275	chr19	39971165	39981764
ENSG00000128000	chr19	40028260	40056231
ENSG00000197782	chr19	40069152	40090938
ENSG00000105221	chr19	40230317	40285536
ENSG00000105223	chr19	40348456	40380439
ENSG00000197019	chr19	40421589	40425992
ENSG00000167565	chr19	40440844	40444335
ENSG00000090013	chr19	40447765	40465764
ENSG00000160410	chr19	40576853	40591399
ENSG00000090006	chr19	40592883	40629818
ENSG00000123815	chr19	40691530	40718207
ENSG00000086544	chr19	40717112	40740860
ENSG00000077312	chr19	40750637	40765389
ENSG00000269858	chr19	40798996	40808434
ENSG00000167601	chr19	41219223	41261766
ENSG00000105323	chr19	41262496	41307787
ENSG00000105329	chr19	41301587	41353922
ENSG00000142039	chr19	41310172	41324873
ENSG00000142046	chr19	41350911	41384083
ENSG00000123810	chr19	41354417	41364165
ENSG00000077348	chr19	41386374	41397359
ENSG00000248098	chr19	41397808	41425002
ENSG00000105341	chr19	41431318	41440717
ENSG00000105372	chr19	41860255	41872925
ENSG00000076928	chr19	41883173	41930150
ENSG00000105404	chr19	41956681	41959321
ENSG00000105732	chr19	42068477	42081552
ENSG00000160570	chr19	42198598	42220140
ENSG00000105723	chr19	42230190	42242625
ENSG00000105722	chr19	42247569	42255128
ENSG00000079432	chr19	42268537	42295797
ENSG00000079462	chr19	42297033	42303546
ENSG00000105429	chr19	42325609	42378769
ENSG00000105427	chr19	42387019	42390297
ENSG00000213904	chr19	42397128	42652355
ENSG00000079385	chr19	42507304	42561234
ENSG00000204936	chr19	43353686	43363172
ENSG00000124466	chr19	43460787	43465608
ENSG00000176531	chr19	43474954	43504935
ENSG00000105755	chr19	43506719	43527230
ENSG00000073050	chr19	43543311	43580473
ENSG00000167378	chr19	43584369	43596135
ENSG00000124444	chr19	43596392	43601157
ENSG00000131116	chr19	43607224	43619629
ENSG00000105767	chr19	43622368	43639850
ENSG00000105771	chr19	43727983	43754962
ENSG00000104783	chr19	43766533	43781257
ENSG00000267680	chr19	44094339	44109886
ENSG00000167380	chr19	44165073	44178381
ENSG00000131115	chr19	44207547	44237268
ENSG00000167384	chr19	44474428	44500524
ENSG00000073008	chr19	44643798	44666162
ENSG00000069399	chr19	44747705	44760044
ENSG00000142273	chr19	44777869	44800652
ENSG00000187244	chr19	44809071	44821421
ENSG00000130202	chr19	44846175	44889223
ENSG00000130204	chr19	44890569	44903689
ENSG00000130203	chr19	44905791	44909393
ENSG00000130208	chr19	44914247	44919349
ENSG00000104853	chr19	44954585	44993341
ENSG00000104859	chr19	45039045	45070956
ENSG00000142252	chr19	45079195	45091518
ENSG00000007047	chr19	45079288	45305284
ENSG00000104866	chr19	45091396	45148077
ENSG00000007255	chr19	45162928	45178237
ENSG00000104884	chr19	45349837	45370918
ENSG00000104881	chr19	45379638	45406349
ENSG00000012061	chr19	45407334	45478828
ENSG00000125740	chr19	45467995	45475179
ENSG00000125744	chr19	45485294	45497055
ENSG00000125753	chr19	45506579	45526983
ENSG00000125746	chr19	45606994	45645629
ENSG00000125743	chr19	45687454	45692569
ENSG00000177051	chr19	45710629	45730896
ENSG00000177045	chr19	45764785	45769252
ENSG00000185800	chr19	45782947	45792845
ENSG00000125755	chr19	45815410	45863194
ENSG00000170604	chr19	45883608	45886141
ENSG00000104983	chr19	45995461	46021318
ENSG00000011485	chr19	46347087	46392981
ENSG00000160014	chr19	46601074	46610782
ENSG00000105287	chr19	46674275	46717127
ENSG00000090372	chr19	46719511	46746994
ENSG00000181027	chr19	46746046	46776988
ENSG00000105281	chr19	46774883	46788594
ENSG00000042753	chr19	46838136	46850846
ENSG00000160007	chr19	46860997	47005077
ENSG00000130748	chr19	47045909	47048624
ENSG00000130749	chr19	47064187	47113776
ENSG00000142230	chr19	47113274	47210636
ENSG00000105321	chr19	47255980	47273701
ENSG00000257704	chr19	47274885	47275723
ENSG00000134815	chr19	47349315	47382704
ENSG00000105419	chr19	47403124	47419527
ENSG00000118162	chr19	47475150	47484265
ENSG00000105402	chr19	47487637	47515091
ENSG00000024422	chr19	47713422	47743134
ENSG00000105373	chr19	47745546	47757058
ENSG00000178980	chr19	47778585	47784686
ENSG00000105483	chr19	48180770	48255946
ENSG00000142227	chr19	48321509	48330553
ENSG00000105438	chr19	48382575	48391551
ENSG00000105447	chr19	48445841	48457022
ENSG00000105443	chr19	48469208	48482314
ENSG00000088002	chr19	48552172	48599425
ENSG00000063177	chr19	48615328	48619184
ENSG00000063176	chr19	48619291	48630717
ENSG00000105516	chr19	48630030	48637379
ENSG00000063180	chr19	48637946	48646187
ENSG00000105552	chr19	48795062	48811029
ENSG00000087076	chr19	48813018	48836510
ENSG00000087074	chr19	48872421	48876058
ENSG00000104805	chr19	48900312	48923372
ENSG00000104808	chr19	48933699	48944969
ENSG00000087088	chr19	48954815	48961798
ENSG00000087086	chr19	48965309	48966879
ENSG00000104812	chr19	48968130	48993310
ENSG00000183207	chr19	48993562	49015970
ENSG00000104852	chr19	49085419	49108605
ENSG00000104863	chr19	49114324	49118460
ENSG00000177380	chr19	49119544	49151026
ENSG00000130528	chr19	49151198	49155396
ENSG00000130529	chr19	49157741	49211836
ENSG00000074219	chr19	49340595	49362457
ENSG00000104872	chr19	49446298	49453497
ENSG00000161618	chr19	49453225	49471050
ENSG00000142541	chr19	49487554	49492308
ENSG00000142534	chr19	49496365	49499708
ENSG00000104870	chr19	49506816	49526428
ENSG00000142546	chr19	49555468	49590262
ENSG00000126460	chr19	49580646	49591004
ENSG00000126464	chr19	49591182	49626439
ENSG00000126458	chr19	49635292	49640143
ENSG00000126461	chr19	49642209	49658642
ENSG00000126456	chr19	49659569	49665875
ENSG00000126453	chr19	49665142	49673916
ENSG00000126457	chr19	49675786	49689029
ENSG00000196961	chr19	49766968	49807113
ENSG00000010361	chr19	49806866	49817376
ENSG00000104973	chr19	49818279	49840383
ENSG00000104960	chr19	49850735	49860744
ENSG00000039650	chr19	49859882	49878351
ENSG00000204673	chr19	49869033	49878459
ENSG00000104946	chr19	49877425	49888750
ENSG00000213024	chr19	49906825	49929763
ENSG00000169136	chr19	49928702	49933935
ENSG00000105053	chr19	49976468	50025946
ENSG00000105357	chr19	50188186	50310542
ENSG00000131408	chr19	50329653	50383388
ENSG00000161671	chr19	50476400	50490871
ENSG00000161677	chr19	50505998	50511220
ENSG00000235034	chr19	50649445	50659310
ENSG00000105472	chr19	50723364	50725718
ENSG00000167747	chr19	50797704	50804929
ENSG00000167748	chr19	50819146	50823787
ENSG00000142515	chr19	50854915	50860764
ENSG00000167751	chr19	50861568	50880567
